groupId,name,id,urlkey
18594784,"Ruby",1040,"ruby"
18594784,"Software Development",3833,"softwaredev"
18594784,"JavaScript",7029,"javascript"
18594784,"New Technology",9696,"newtech"
18594784,"Technology",10579,"technology"
18594784,"Web Development",15582,"web-development"
18594784,"Scala",17936,"scala"
18594784,"Machine Learning",29971,"machine-learning"
18594784,"Geeks & Nerds",32623,"geeks-nerds"
18594784,"Computer programming",48471,"computer-programming"
18594784,"APIs",80749,"apis"
19948513,"Beer",1475,"beer"
19948513,"Online Marketing",15585,"online-marketing"
19948513,"Machine Learning",29971,"machine-learning"
19948513,"Machine Intelligence",98137,"machine-intelligence"
19948513,"Data Science",102811,"data-science"
19139557,"Cloud Computing",15167,"cloud-computing"
19139557,"Hadoop",18060,"hadoop"
19139557,"Big Data",18062,"big-data"
19139557,"Amazon Web Services",20398,"amazon-web-services"
19139557,"High Scalability Computing",24410,"high-scalability-computing"
19139557,"MapReduce",27591,"mapreduce"
19139557,"Data Visualization",37381,"data-visualization"
19139557,"High Performance Computing",77687,"high-performance-computing"
19139557,"Parallel Programming",77822,"parallel-programming"
19139557,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
19139557,"Supercomputing",136645,"supercomputing"
19139557,"HPC Programming",148579,"hpc-programming"
19139557,"GPU Programming",148580,"gpu-programming"
20304876,"Data Analytics",30928,"data-analytics"
20304876,"Data Visualization",37381,"data-visualization"
20304876,"Business Analysts",37536,"business-analysts"
20304876,"Business Analysis",54913,"business-analysis"
20304876,"Executive Dashboards",73746,"executive-dashboards"
20304876,"Excel",74802,"excel"
20304876,"Microsoft Excel",74804,"microsoft-excel"
20304876,"agile business analysts",159718,"agile-business-analysts"
20304876,"Spreadsheets",332211,"spreadsheets"
20304876,"Information Dashboard",670632,"information-dashboard"
20304876,"PowerPivot",1394572,"powerpivot"
20304876,"Self Service BI",1426302,"self-service-bi"
20304876,"Power BI",1504418,"power-bi"
20304876,"Power Query",1504419,"power-query"
20304876,"Power Pivot",1504421,"power-pivot"
1702896,"Open Source",563,"opensource"
1702896,"Groovy",20126,"groovy"
1702896,"Grails",21520,"grails"
18219128,"Open Source",563,"opensource"
18219128,"CSS",1973,"css"
18219128,"Software Development",3833,"softwaredev"
18219128,"JavaScript",7029,"javascript"
18219128,"New Technology",9696,"newtech"
18219128,"Rich Internet Applications",9886,"ria"
18219128,"Web Technology",10209,"web"
18219128,"Web Development",15582,"web-development"
18219128,"Web Application",23836,"web-application"
18219128,"JavaScript Libraries",56555,"javascript-libraries"
18219128,"HTML5",78565,"html5"
18219128,"JavaScript Frameworks",85951,"javascript-frameworks"
18219128,"Web Components",1493762,"web-components"
19811345,"System Administration",2109,"sysadmin"
19811345,"New Technology",9696,"newtech"
19811345,"Cloud Computing",15167,"cloud-computing"
19811345,"Disaster Recovery, Business Continuity",15507,"disaster-recovery-business-continuity"
19811345,"Information Technology",15568,"information-technology"
19811345,"Amazon Web Services",20398,"amazon-web-services"
19811345,"Virtualization",20479,"virtualization"
19811345,"IT Infrastructure",20480,"it-infrastructure"
19811345,"Technology Professionals",22203,"technology-professionals"
19811345,"Information Technology in Business",22239,"information-technology-in-business"
19811345,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
19811345,"IT Professionals",164111,"it-professionals"
19811345,"High Availability and Disaster Recovery",530932,"high-availability-and-disaster-recovery"
17849372,"Big Data",18062,"big-data"
17849372,"Ecosystem",23680,"ecosystem"
17849372,"Data Analytics",30928,"data-analytics"
17849372,"Predictive Analytics",38458,"predictive-analytics"
17849372,"Internet of Things",79740,"internet-of-things"
17849372,"Wearable Technologies",454182,"wearable-technologies"
17849372,"Smart Sensors",871222,"smart-sensors"
17849372,"Smartband",1484782,"smartband"
19022877,"Open Source",563,"opensource"
19022877,"Cloud Computing",15167,"cloud-computing"
19022877,"Big Data",18062,"big-data"
19022877,"DevOps",87614,"devops"
19022877,"OpenShift",985422,"openshift"
19022877,"Docker",1454542,"docker"
19022877,"Kubernetes",1500742,"kubernetes"
19153952,"Linux",188,"linux"
19153952,"Open Source",563,"opensource"
19153952,"System Administration",2109,"sysadmin"
19153952,"New Technology",9696,"newtech"
19153952,"Cloud Computing",15167,"cloud-computing"
19153952,"Web Development",15582,"web-development"
19153952,"Virtualization",20479,"virtualization"
19153952,"Servers",21717,"servers"
19153952,"High Scalability Computing",24410,"high-scalability-computing"
19153952,"Configuration Management",46810,"configuration-management"
19153952,"DevOps",87614,"devops"
19153952,"CentOS",106705,"centos"
19153952,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
19153952,"OpenStack",142180,"openstack"
19153952,"ovirt",1479402,"ovirt"
6800422,"Telecommunications Pros",1727,"telecom"
6800422,"Software Development",3833,"softwaredev"
6800422,"New Technology",9696,"newtech"
6800422,"Internet Professionals",10102,"internetpro"
6800422,"Technology",10579,"technology"
6800422,"Business Strategy",17635,"business-strategy"
6800422,"VoIP",17643,"voip"
6800422,"Big Data",18062,"big-data"
6800422,"Technology Professionals",22203,"technology-professionals"
6800422,"VoIP and Technology",26133,"voip-and-technology"
6800422,"Telecommunications Industry",26951,"telecommunications-industry"
6800422,"IP Telephony",46498,"ip-telephony"
6800422,"Telecom & Wireless Entrepreneurs",53824,"telecom-wireless-entrepreneurs"
6800422,"Telecommunications",61638,"telecommunications"
18242615,"Open Source",563,"opensource"
18242615,".NET",827,"dotnet"
18242615,"C#",2260,"csharp"
18242615,"Software Development",3833,"softwaredev"
18242615,"Domain Driven Design",33160,"domain-driven-design"
18242615,"SQL",33167,"sql"
18242615,"Computer programming",48471,"computer-programming"
18242615,"Windows Azure Platform",66339,"windows-azure-platform"
18242615,"Microsoft Biztalk",132947,"microsoft-biztalk"
18242615,"Service-Oriented Architecture",240411,"service-oriented-architecture"
18242615,"Messaging systems",665172,"messaging-systems"
18242615,"Technical Architecture",845072,"technical-architecture"
18242615,"Solution Architecture",845082,"solution-architecture"
18981950,"New Technology",9696,"newtech"
18981950,"Technology",10579,"technology"
18981950,"Cloud Computing",15167,"cloud-computing"
18981950,"Professional Networking",15720,"professional-networking"
18981950,"Mobile Technology",16216,"mobile-technology"
18981950,"London",17703,"london"
18981950,"Entrepreneur Networking",20060,"business-entrepreneur-networking"
18981950,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
18795586,"Human Resources",3006,"hr"
18795586,"Human Capital Management",4431,"hcm"
18795586,"Business Intelligence",10538,"businessintell"
18795586,"Big Data",18062,"big-data"
18795586,"Data Analytics",30928,"data-analytics"
18795586,"Stategic HR",35859,"stategic-hr"
18795586,"Data Visualization",37381,"data-visualization"
18795586,"Predictive Analytics",38458,"predictive-analytics"
18795586,"Data Mining",55324,"data-mining"
18795586,"Business Analytics",98842,"business-analytics"
18795586,"Workforce Planning",101502,"workforce-planning"
18795586,"Data Science",102811,"data-science"
18795586,"Talent Management",105173,"talent-management"
218194,"PHP",455,"php"
218194,"Open Source",563,"opensource"
218194,"Software Development",3833,"softwaredev"
218194,"Education & Technology",7203,"edtech"
218194,"New Technology",9696,"newtech"
218194,"Rich Internet Applications",9886,"ria"
218194,"Internet Professionals",10102,"internetpro"
218194,"LAMP",10164,"lampsoftware"
218194,"Web Technology",10209,"web"
218194,"Drupal",10358,"drupal"
218194,"Technology",10579,"technology"
218194,"Web Development",15582,"web-development"
218194,"CMS (Content Management Systems)",28990,"cms"
218194,"Computer programming",48471,"computer-programming"
3148882,"Open Source",563,"opensource"
3148882,"Web Design",659,"webdesign"
3148882,"E-Business Owners",1330,"ebizowners"
3148882,"Internet Professionals",10102,"internetpro"
3148882,"Web Technology",10209,"web"
3148882,"Drupal",10358,"drupal"
3148882,"Technology",10579,"technology"
3148882,"Web Development",15582,"web-development"
3148882,"Professional Networking",15720,"professional-networking"
3148882,"CMS (Content Management Systems)",28990,"cms"
3148882,"Learning Drupal",73511,"learning-drupal"
1600595,"Java",189,"java"
1600595,"Open Source",563,"opensource"
1600595,"Agile Project Management",21549,"agile-project-management"
1600595,"Middleware",43599,"middleware"
1600595,"JBoss Solutions",80649,"jboss-solutions"
20214881,"Open Source",563,"opensource"
20214881,"New Technology",9696,"newtech"
20214881,"Cloud Computing",15167,"cloud-computing"
20214881,"Hadoop",18060,"hadoop"
20214881,"Big Data",18062,"big-data"
20214881,"MapReduce",27591,"mapreduce"
20214881,"Data Visualization",37381,"data-visualization"
20214881,"Predictive Analytics",38458,"predictive-analytics"
20214881,"Internet of Things",79740,"internet-of-things"
20214881,"Big Data Analytics",383411,"big-data-analytics"
20214881,"Stream Processing",1438362,"stream-processing"
20214881,"Apache Spark",1471442,"apache-spark"
20214881,"Apache Kafka",1488792,"apache-kafka"
20214881,"Apache Apex",1507846,"apache-apex"
20214881,"Big Data Ingestion",1507853,"big-data-ingestion"
9923682,"Artificial Intelligence",456,"ai"
9923682,"Open Source",563,"opensource"
9923682,"Data Management",10494,"datamanagement"
9923682,"Business Intelligence",10538,"businessintell"
9923682,"Big Data",18062,"big-data"
9923682,"Machine Learning",29971,"machine-learning"
9923682,"Data Analytics",30928,"data-analytics"
9923682,"Data Visualization",37381,"data-visualization"
9923682,"Predictive Analytics",38458,"predictive-analytics"
9923682,"Data Mining",55324,"data-mining"
9923682,"Business Analytics",98842,"business-analytics"
9923682,"Data Science",102811,"data-science"
9923682,"Data Quality",173332,"data-quality"
9923682,"Big Data Analytics",383411,"big-data-analytics"
9923682,"Data Warehousing",393271,"data-warehousing"
9532522,"Linux",188,"linux"
9532522,"Open Source",563,"opensource"
9532522,"System Administration",2109,"sysadmin"
9532522,"Cloud Computing",15167,"cloud-computing"
9532522,"Continuous Integration",27922,"continuous-integration"
9532522,"PaaS (Platform as a Service)",31197,"paas"
9532522,"Configuration Management",46810,"configuration-management"
9532522,"Test Automation",65172,"test-automation"
9532522,"DevOps",87614,"devops"
9532522,"OpenStack",142180,"openstack"
9532522,"Web Operations",230341,"web-operations"
18564204,"Open Source",563,"opensource"
18564204,"Objective C",21477,"objective-c"
18564204,"iOS",106382,"ios"
18564204,"Swift Language",1486112,"swift-language"
13227122,"Java",189,"java"
13227122,"PHP",455,"php"
13227122,"Hadoop",18060,"hadoop"
13227122,"Big Data",18062,"big-data"
13227122,"Android Development",20346,"android-developers"
13227122,"PHP Application Development",23837,"php-application-development"
13227122,"Google Technology User Group",27790,"google-technology-user-group"
13227122,"Predictive Analytics",38458,"predictive-analytics"
13227122,"Data Mining",55324,"data-mining"
13227122,"Google App Engine",90143,"google-app-engine"
13227122,"Creating Google AppEngine Applications",141085,"creating-google-appengine-applications"
13227122,"phyton",944072,"phyton"
13227122,"Google Developer Group",989262,"google-developer-group"
13227122,"Teaching of Programming",1384172,"teaching-of-programming"
3183732,"Artificial Intelligence",456,"ai"
3183732,"Open Source",563,"opensource"
3183732,"Statistical Computing",15280,"statistical-computing"
3183732,"Hadoop",18060,"hadoop"
3183732,"Big Data",18062,"big-data"
3183732,"Web Analytics",24439,"web-analytics"
3183732,"Natural Language Processing",24553,"natural-language-processing"
3183732,"Machine Learning",29971,"machine-learning"
3183732,"Text Analytics",29972,"text-analytics"
3183732,"Data Analytics",30928,"data-analytics"
3183732,"Predictive Analytics",38458,"predictive-analytics"
3183732,"Data Mining",55324,"data-mining"
3183732,"NoSQL",58162,"nosql"
3183732,"Data Science",102811,"data-science"
3183732,"Applied Statistics",115913,"applied-statistics"
17769592,"Open Source",563,"opensource"
17769592,"Innovation",1954,"innovation"
17769592,"Professional Networking",15720,"professional-networking"
17769592,"E-Commerce",27954,"internet-ecommerce"
17769592,"Financial Technology",34050,"financial-technology"
17769592,"Test Automation",65172,"test-automation"
17769592,"DevOps",87614,"devops"
17769592,"Automation",93380,"automation"
17769592,"Technology Startups",108403,"technology-startups"
17769592,"eCommerce Technology",132503,"ecommerce-technology"
17769592,"Software Testing",166904,"software-testing"
17769592,"Internet Retail",171935,"internet-retail"
17769592,"Behaviour Driven Development",905302,"behaviour-driven-development"
17769592,"Silicon Roundabout",914542,"silicon-roundabout"
6029162,"Data Management",10494,"datamanagement"
6029162,"Business Intelligence",10538,"businessintell"
6029162,"Big Data",18062,"big-data"
6029162,"Marketing Measurement",21823,"marketing-measurement"
6029162,"Data Analytics",30928,"data-analytics"
6029162,"Data Visualization",37381,"data-visualization"
6029162,"Real time strategy",37636,"real-time-strategy"
6029162,"Lean Startup",38660,"lean-startup"
6029162,"Real Time Analytics",87938,"real-time-analytics"
6029162,"lean",88170,"lean"
6029162,"Technology Startups",108403,"technology-startups"
6029162,"Marketing Analytics",110190,"marketing-analytics"
6029162,"Lean Management",135612,"lean-management"
6029162,"Metrics",879262,"metrics"
16219262,"Java",189,"java"
16219262,"Open Source",563,"opensource"
16219262,".NET",827,"dotnet"
16219262,"Ruby",1040,"ruby"
16219262,"Software Development",3833,"softwaredev"
16219262,"JavaScript",7029,"javascript"
16219262,"Web Development",15582,"web-development"
16219262,"Programming Languages",17628,"programming-languages"
16219262,"Scala",17936,"scala"
16219262,"Functional Programming",22792,"functional-programming"
16219262,"Computer programming",48471,"computer-programming"
16219262,"HTML5",78565,"html5"
16219262,"nodeJS",101960,"nodejs"
16219262,"Golang",336811,"golang"
16219262,"AngularJS",939612,"angularjs"
3648652,"Information Architecture",1369,"ia"
3648652,"New Technology",9696,"newtech"
3648652,"Internet Professionals",10102,"internetpro"
3648652,"Intellectual Discussion",15083,"intellectual-discussion"
3648652,"Cloud Computing",15167,"cloud-computing"
3648652,"Online Marketing",15585,"online-marketing"
3648652,"Business Strategy",17635,"business-strategy"
3648652,"Information Science",17869,"information-science"
3648652,"Big Data",18062,"big-data"
3648652,"Freedom",18432,"freedom"
3648652,"Database Development",21506,"database-development"
3648652,"Data Analytics",30928,"data-analytics"
3648652,"Data Visualization",37381,"data-visualization"
3648652,"Debate",833952,"debates"
6315162,"Business Intelligence",10538,"businessintell"
6315162,"Big Data",18062,"big-data"
6315162,"Business Intelligence Best Practices",22622,"business-intelligence-best-practices"
6315162,"Web Analytics",24439,"web-analytics"
6315162,"Text Analytics",29972,"text-analytics"
6315162,"Data Analytics",30928,"data-analytics"
6315162,"Predictive Analytics",38458,"predictive-analytics"
6315162,"Google Analytics",47790,"google-analytics"
6315162,"Data Mining",55324,"data-mining"
6315162,"Business Analytics",98842,"business-analytics"
6315162,"social media analytics",209821,"social-media-analytics"
6315162,"Big Data Analytics",383411,"big-data-analytics"
6315162,"Data",480642,"data"
19287195,"Marketing",1238,"marketing"
19287195,"Product Design",2993,"productdesign"
19287195,"Mobile Marketing",15208,"mobile-marketing"
19287195,"Online Marketing",15585,"online-marketing"
19287195,"Small Business Marketing Strategy",17325,"small-business-marketing-strategy"
19287195,"Search Engine Marketing",17601,"search-engine-marketing"
19287195,"User Experience",19243,"user-experience"
19287195,"Content Strategy",24417,"content-strategy"
19287195,"Usability",26938,"usability"
19287195,"Data Visualization",37381,"data-visualization"
19287195,"Predictive Analytics",38458,"predictive-analytics"
19287195,"User Research",49541,"user-research"
19287195,"Data Science",102811,"data-science"
19287195,"UI Design",107583,"ui-design"
19287195,"Growth Hacking",1277602,"growth-hacking"
1594526,"Open Source",563,"opensource"
1594526,"Bootstrap",19373,"bootstrap"
1594526,"Functional Programming",22792,"functional-programming"
1594526,"Data Analytics",30928,"data-analytics"
1594526,"Data Visualization",37381,"data-visualization"
1594526,"Predictive Analytics",38458,"predictive-analytics"
1594526,"Data Mining",55324,"data-mining"
1594526,"Web Based R Reporting",77962,"web-based-r-reporting"
1594526,"Data.table: Higher Speed Time Series Queries",77963,"data-table-higher-speed-time-series-queries"
1594526,"Calling R Using a Local Interface",77964,"calling-r-using-a-local-interface"
1594526,"Introduction to Functional Programming in R",77965,"introduction-to-functional-programming-in-r"
1594526,"R Project for Statistical Computing",98380,"r-project-for-statistical-computing"
1594526,"Data Science",102811,"data-science"
1594526,"Big Data Analytics",383411,"big-data-analytics"
2921632,"Internet Professionals",10102,"internetpro"
2921632,"Web Technology",10209,"web"
2921632,"Technology",10579,"technology"
2921632,"Online Marketing",15585,"online-marketing"
2921632,"Big Data",18062,"big-data"
2921632,"User Experience",19243,"user-experience"
2921632,"E-Commerce",27954,"internet-ecommerce"
2921632,"Machine Learning",29971,"machine-learning"
2921632,"Data Analytics",30928,"data-analytics"
2921632,"Content Marketing",64890,"content-marketing"
2921632,"Data Analysis and Modeling",110935,"data-analysis-and-modeling"
2921632,"recommender systems",584902,"recommender-systems"
2921632,"personalisation",615662,"personalisation"
2921632,"user modeling",615672,"user-modeling"
20214945,"Open Source",563,"opensource"
20214945,"New Technology",9696,"newtech"
20214945,"Cloud Computing",15167,"cloud-computing"
20214945,"Hadoop",18060,"hadoop"
20214945,"Big Data",18062,"big-data"
20214945,"Amazon Web Services",20398,"amazon-web-services"
20214945,"MapReduce",27591,"mapreduce"
20214945,"Machine Learning",29971,"machine-learning"
20214945,"NoSQL",58162,"nosql"
20214945,"Big Data Analytics",383411,"big-data-analytics"
20214945,"Stream Processing",1438362,"stream-processing"
20214945,"Apache Spark",1471442,"apache-spark"
20214945,"Apache Storm",1481542,"apache-storm"
20214945,"Apache Kafka",1488792,"apache-kafka"
20214945,"Apache Apex",1507846,"apache-apex"
19414181,"Open Source",563,"opensource"
19414181,"Innovation",1954,"innovation"
19414181,"Web Technology",10209,"web"
19414181,"Technology",10579,"technology"
19414181,"Collaboration",21067,"collaboration"
19414181,"Agile Project Management",21549,"agile-project-management"
19414181,"Charity",25598,"charity"
19414181,"Knowledge Sharing",65780,"knowledge-sharing"
19414181,"lean",88170,"lean"
13853862,"Business Intelligence",10538,"businessintell"
13853862,"Games",15992,"games"
13853862,"Big Data",18062,"big-data"
13853862,"Gaming",18071,"gaming"
13853862,"Data Analytics",30928,"data-analytics"
13853862,"Data Science",102811,"data-science"
13853862,"Social Gaming",135678,"social-gaming"
13853862,"Game Analytics",162729,"game-analytics"
13853862,"Big Data Analytics",383411,"big-data-analytics"
3694452,"Open Source",563,"opensource"
3694452,"Software Development",3833,"softwaredev"
3694452,"New Technology",9696,"newtech"
3694452,"Web Technology",10209,"web"
3694452,"Cloud Computing",15167,"cloud-computing"
3694452,"Hadoop",18060,"hadoop"
3694452,"Big Data",18062,"big-data"
3694452,"MapReduce",27591,"mapreduce"
3694452,"Data Analytics",30928,"data-analytics"
3694452,"Predictive Analytics",38458,"predictive-analytics"
3694452,"Data Mining",55324,"data-mining"
3694452,"Hive",61679,"hive"
3694452,"HBase",61680,"hbase"
3694452,"Cassandra",77842,"cassandra"
3694452,"Big Data Analytics",383411,"big-data-analytics"
17173692,"Linux",188,"linux"
17173692,"System Administration",2109,"sysadmin"
17173692,"Cloud Computing",15167,"cloud-computing"
17173692,"Virtualization",20479,"virtualization"
17173692,"IT Infrastructure",20480,"it-infrastructure"
17173692,"Configuration Management",46810,"configuration-management"
17173692,"Operations and Data Center Management",46817,"operations-and-data-center-management"
17173692,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
17173692,"Virtualization - Network and System",65737,"virtualization-network-and-system"
17173692,"DevOps",87614,"devops"
17173692,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
17173692,"Infrastructure as Code",126177,"infrastructure-as-code"
17173692,"Continuous Delivery",166000,"continuous-delivery"
17173692,"Software Defined Networking",537492,"software-defined-networking"
17226942,"Big Data",18062,"big-data"
17226942,"Machine Learning",29971,"machine-learning"
17226942,"Data Analytics",30928,"data-analytics"
17226942,"Data Science",102811,"data-science"
17226942,"Applied Statistics",115913,"applied-statistics"
17226942,"Big Data Analytics",383411,"big-data-analytics"
3531972,"Open Source",563,"opensource"
3531972,"Software Development",3833,"softwaredev"
3531972,"New Technology",9696,"newtech"
3531972,"Technology",10579,"technology"
3531972,"Cloud Computing",15167,"cloud-computing"
3531972,"London",17703,"london"
3531972,"High Scalability Computing",24410,"high-scalability-computing"
3531972,"PaaS (Platform as a Service)",31197,"paas"
3531972,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
3531972,"Computer programming",48471,"computer-programming"
3531972,"DevOps",87614,"devops"
3531972,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
3531972,"Cloud Foundry",514432,"cloud-foundry"
3531972,"OpenShift",985422,"openshift"
13958342,"Open Source",563,"opensource"
13958342,"Python",1064,"python"
13958342,"New Technology",9696,"newtech"
13958342,"Cloud Computing",15167,"cloud-computing"
13958342,"Big Data",18062,"big-data"
13958342,"Finance",22467,"finance"
13958342,"Trading",26906,"trading"
13958342,"Machine Learning",29971,"machine-learning"
13958342,"Data Analytics",30928,"data-analytics"
13958342,"Data Visualization",37381,"data-visualization"
13958342,"Predictive Analytics",38458,"predictive-analytics"
13958342,"Computer programming",48471,"computer-programming"
13958342,"Data Mining",55324,"data-mining"
1350857,"Java",189,"java"
1350857,"Open Source",563,"opensource"
1350857,".NET",827,"dotnet"
1350857,"JavaScript",7029,"javascript"
1350857,"Scrum",10043,"scrum"
1350857,"Scala",17936,"scala"
1350857,"Mobile Development",21441,"mobile-development"
1350857,"Agile Project Management",21549,"agile-project-management"
1350857,"Haskell",22791,"haskell"
1350857,"High Scalability Computing",24410,"high-scalability-computing"
1350857,"Clojure",29661,"clojure"
1350857,"Agile Testing",30996,"agile-testing"
1350857,"Domain Driven Design",33160,"domain-driven-design"
1350857,"Software Craftsmanship",71692,"software-craftsmanship"
1350857,"HTML5",78565,"html5"
14556362,"Open Source",563,"opensource"
14556362,"Robotics",682,"robotics"
14556362,"New Technology",9696,"newtech"
14556362,"Interaction Design",10110,"ixd"
14556362,"Performing Arts",17558,"performing-arts"
14556362,"User Experience",19243,"user-experience"
14556362,"Hacking",21123,"hacking"
14556362,"Theater",23274,"live-theatre"
14556362,"Makers",43887,"makers"
14556362,"Interactive Art",53189,"interactive-art"
14556362,"Internet of Things",79740,"internet-of-things"
14556362,"Tinkering",82838,"tinkering"
14556362,"Makerspaces",101438,"makerspaces"
14556362,"3D Printing",114528,"3d-printing"
14556362,"New media and interactive design",152796,"new-media-and-interactive-design"
14556362,"Smart Sensors",871222,"smart-sensors"
18535628,"Software Development",3833,"softwaredev"
18535628,"New Technology",9696,"newtech"
18535628,"DIY (Do It Yourself)",10438,"diy"
18535628,"Web Development",15582,"web-development"
18535628,"Big Data",18062,"big-data"
18535628,"Gaming",18071,"gaming"
18535628,"Entrepreneurship",19882,"entrepreneurship"
18535628,"Courses and Workshops",20629,"courses-and-workshops"
18535628,"Startup Businesses",21681,"startup-businesses"
18535628,"Machine Learning",29971,"machine-learning"
18535628,"Data Analytics",30928,"data-analytics"
18535628,"Data Visualization",37381,"data-visualization"
18535628,"Makers",43887,"makers"
18535628,"Computer programming",48471,"computer-programming"
18535628,"Social Coding",90286,"social-coding"
20235472,"Linux",188,"linux"
20235472,"Open Source",563,"opensource"
20235472,"New Technology",9696,"newtech"
20235472,"Cloud Computing",15167,"cloud-computing"
20235472,"Business Strategy",17635,"business-strategy"
20235472,"Virtualization",20479,"virtualization"
20235472,"PaaS (Platform as a Service)",31197,"paas"
20235472,"Configuration Management",46810,"configuration-management"
20235472,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
20235472,"DevOps",87614,"devops"
20235472,"Infrastructure as Code",126177,"infrastructure-as-code"
20235472,"Continuous Delivery",166000,"continuous-delivery"
20235472,"Docker",1454542,"docker"
20235472,"Containers",1504752,"containers"
20235472,"DevOps Automation",1508781,"devops-automation"
20079826,"Open Source",563,"opensource"
20079826,".NET",827,"dotnet"
20079826,"Software Development",3833,"softwaredev"
20079826,"New Technology",9696,"newtech"
20079826,"Web Technology",10209,"web"
20079826,"Technology",10579,"technology"
20079826,"Cloud Computing",15167,"cloud-computing"
20079826,"Web Development",15582,"web-development"
20079826,"Amazon Web Services",20398,"amazon-web-services"
20079826,"Mobile Development",21441,"mobile-development"
20079826,"Computer programming",48471,"computer-programming"
20079826,"Software Architecture",56473,"software-architecture"
20079826,"APIs",80749,"apis"
20079826,"Xamarin",863952,"xamarin"
1651926,"Linux",188,"linux"
1651926,"Java",189,"java"
1651926,"Open Source",563,"opensource"
1651926,".NET",827,"dotnet"
1651926,"Grid Computing",10390,"gridcomputing"
1651926,"EC2",15166,"ec2"
1651926,"Cloud Computing",15167,"cloud-computing"
1651926,"Virtualization",20479,"virtualization"
1651926,"IT Infrastructure",20480,"it-infrastructure"
1651926,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
1651926,"High Performance Computing",77687,"high-performance-computing"
1651926,"GPGPU",102226,"gpgpu"
1651926,"GPU",148578,"gpu"
1651926,"IT Professionals",164111,"it-professionals"
13722842,"Apache",190,"apache"
13722842,"Cloud Computing",15167,"cloud-computing"
13722842,"Hadoop",18060,"hadoop"
13722842,"Big Data",18062,"big-data"
13722842,"Machine Learning",29971,"machine-learning"
13722842,"Data Mining",55324,"data-mining"
13722842,"Apache Spark",1471442,"apache-spark"
1512314,"Open Source",563,"opensource"
1512314,"Software Development",3833,"softwaredev"
1512314,"Programming Languages",17628,"programming-languages"
1512314,"Functional Programming",22792,"functional-programming"
1512314,"Erlang Conferences",42384,"erlang-conferences"
1512314,"Computer programming",48471,"computer-programming"
1512314,"IT Professionals",164111,"it-professionals"
18717919,"Open Source",563,"opensource"
18717919,"Web Design",659,"webdesign"
18717919,"Self-Improvement",3336,"self-improvement"
18717919,"Software Development",3833,"softwaredev"
18717919,"New Technology",9696,"newtech"
18717919,"Web Development",15582,"web-development"
18717919,"Business Strategy",17635,"business-strategy"
18717919,"Mobile Development",21441,"mobile-development"
18717919,"Operations and Data Center Management",46817,"operations-and-data-center-management"
18717919,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
18717919,"Computer programming",48471,"computer-programming"
18717919,"DevOps",87614,"devops"
18717919,"Organisational Development",854842,"organisational-development"
18717919,"consul",1503890,"consul"
19303654,"Open Source",563,"opensource"
19303654,"Python",1064,"python"
19303654,"Finance",22467,"finance"
19303654,"Quantitative Finance",34637,"quantitative-finance"
19303654,"Algorithmic Trading",37627,"algorithmic-trading"
19303654,"Quantitative Analysis",54631,"quantitative-analysis"
19303654,"Algorithms",111155,"algorithms"
19303654,"Quants",888662,"quants"
19303654,"Data Analysis",890232,"data-analysis"
19219687,"Open Source",563,"opensource"
19219687,"Software Development",3833,"softwaredev"
19219687,"Web Technology",10209,"web"
19219687,"Banking",19709,"banking"
19219687,"Information Security",32743,"information-security"
19219687,"Financial Technology",34050,"financial-technology"
19219687,"APIs",80749,"apis"
19219687,"Payment Systems",127600,"payment-systems"
19219687,"Financial Innovation",131681,"financial-innovation"
19219687,"Web API Design",917302,"web-api-design"
12713192,"Artificial Intelligence",456,"ai"
12713192,"Big Data",18062,"big-data"
12713192,"Computer Science",21751,"computer-science"
12713192,"Natural Language Processing",24553,"natural-language-processing"
12713192,"Machine Learning",29971,"machine-learning"
12713192,"Data Analytics",30928,"data-analytics"
12713192,"Data Visualization",37381,"data-visualization"
12713192,"neural networks",39679,"neural-networks"
12713192,"Computer programming",48471,"computer-programming"
12713192,"Data Mining",55324,"data-mining"
12713192,"Data Science",102811,"data-science"
12713192,"Algorithms",111155,"algorithms"
12713192,"Big Data Analytics",383411,"big-data-analytics"
12713192,"Deep Learning",1456952,"deep-learning"
9516272,"Software Development",3833,"softwaredev"
9516272,"Cloud Computing",15167,"cloud-computing"
9516272,"Hadoop",18060,"hadoop"
9516272,"Big Data",18062,"big-data"
9516272,"Machine Learning",29971,"machine-learning"
9516272,"Data Analytics",30928,"data-analytics"
9516272,"Data Visualization",37381,"data-visualization"
9516272,"Predictive Analytics",38458,"predictive-analytics"
9516272,"Data Mining",55324,"data-mining"
9516272,"NoSQL",58162,"nosql"
9516272,"IBM",71289,"ibm"
